order_id,product_id,product_amount,product_name,consumer_name
1377,12,439.0,multimeter,Heloísa Nazário Fraga
1379,4,1474.0,power supply,Kléber Medeiros Braga
1380,9,339,fluke,Kléber Medeiros Braga
1381,44,1332.0,camera de segurança wifi,Kléber Medeiros Braga
1382,56,269.0,malbec,Kléber Medeiros Braga
1383,25,67.0,s20 fe,Gilmar Lima
1385,29,270.0,camera fotografica,Gilmar Lima
1386,6,1649,battery charger,Gilmar Lima
1387,9,339,fluke,Gilmar Lima
1388,63,1307.0,cafeteira,Gilmar Lima
1389,37,1773.0,moto g9 plus,Gilmar Lima
1390,41,756.0,samsung s20 fe,Adriano Gimenes
1391,69,1346.0,barra de chocolate,Adriano Gimenes
1392,2,1247.0,bateria,Adriano Gimenes
1393,50,1741.0,gin,Nicolas Lobo Lopes
1394,35,1451.0,monitor ultrawide,Nicolas Lobo Lopes
1395,60,1138.0,cacau show,Nicolas Lobo Lopes
1396,31,748.0,camera polaroid,Nicolas Lobo Lopes
1397,44,1332.0,camera de segurança wifi,Nicolas Lobo Lopes
1398,17,0.0,bateria carro,Elaine da Silva
1399,2,1247.0,bateria,Elaine da Silva
1400,2,1247.0,bateria,Elaine da Silva
1401,22,1808.0,câmera,Elaine da Silva
1403,39,1518.0,moto g10 plus,Elaine da Silva
1404,16,1174.0,fichario,Elaine da Silva
1406,31,748.0,camera polaroid,Kléber Ito Arruda
1407,69,1346.0,barra de chocolate,Kléber Ito Arruda
1408,5,75.0,led lights,Kléber Ito Arruda
1409,64,1577,heineken,Kléber Ito Arruda
1410,34,31.0,papel de parede cinza,Kléber Ito Arruda
1412,53,179.0,jack daniels,Fabiana Pedroso
1413,52,187.0,bebedouro,Fabiana Pedroso
1414,10,1628.0,laser,Fabiana Pedroso
1415,21,1856.0,camera,Fabiana Pedroso
1416,36,1590.0,ipad,Isabela de Salles Braz
1417,39,1518.0,moto g10 plus,Antônio Monteiro Velho
1418,51,822.0,queijo,Antônio Monteiro Velho
1419,4,1474.0,power supply,Beatriz Machado Nazário
1420,35,1451.0,monitor ultrawide,Beatriz Machado Nazário
1421,20,734.0,led rgb,Beatriz Machado Nazário
1422,18,426,arduino,Beatriz Machado Nazário
1423,31,748.0,camera polaroid,Beatriz Machado Nazário
1424,3,1948.0,batteries,Adriano Nazário
1425,50,1741.0,gin,Adriano Nazário
1426,50,1741.0,gin,Adriano Nazário
1427,33,1035.0,câmera fotográfica,Adriano Nazário
1428,46,714,vinho,Adriano Nazário
1429,44,1332.0,camera de segurança wifi,Janaína Farias
1430,38,823.0,motorola g10,Janaína Farias
1431,63,1307.0,cafeteira,Kléber Medeiros Farias
1432,68,149,açúcar,Kléber Medeiros Farias
1433,44,1332.0,camera de segurança wifi,Kléber Medeiros Farias
1434,2,1247.0,bateria,Kléber Medeiros Farias
1435,47,1341.0,chocolate,Fernando da Cruz
1436,31,748.0,camera polaroid,Fernando da Cruz
1437,31,748.0,camera polaroid,Fernando da Cruz
1438,5,75.0,led lights,Carlos Lima Falcão
1439,5,75.0,led lights,Carlos Lima Falcão
1440,31,748.0,camera polaroid,Carlos Lima Falcão
1441,46,714,vinho,Carlos Lima Falcão
1442,3,1948.0,batteries,Carlos Lima Falcão
1443,10,1628.0,laser,Carlos Lima Falcão
1444,5,75.0,led lights,Carlos Lima Falcão
1446,24,509.0,polaroid,Janaína Lopes Medeiros
1448,43,484.0,moto g 10,Janaína Lopes Medeiros
1449,40,1835.0,notebook samsung i7,Janaína Lopes Medeiros
1450,31,748.0,camera polaroid,Valdomiro Falcão
1451,41,756.0,samsung s20 fe,Valdomiro Falcão
1452,47,1341.0,chocolate,Valdomiro Falcão
1453,24,509.0,polaroid,Valdomiro Falcão
1454,34,31.0,papel de parede cinza,Valdomiro Falcão
1455,31,748.0,camera polaroid,Valdomiro Falcão
1456,1,863.0,battery,Valdomiro Falcão
1457,26,1291.0,nikon,Antônio da Cruz Nazário
1459,2,1247.0,bateria,Antônio da Cruz Nazário
1460,29,270.0,camera fotografica,Antônio da Cruz Nazário
1461,14,1662.0,carregador iphone,Antônio da Cruz Nazário
1462,46,714,vinho,Antônio da Cruz Nazário
1463,36,1590.0,ipad,Antônio da Cruz Nazário
1464,26,1291.0,nikon,Kléber Cavalcanti
1465,39,1518.0,moto g10 plus,Kléber Cavalcanti
1466,66,1620,leite condensado,Kléber Cavalcanti
1467,11,1463.0,kabel,Kléber Cavalcanti
1468,8,427,car battery,Fernando Ito Correia
1470,17,0.0,bateria carro,Fernando Ito Correia
1471,27,439.0,camera canon,Carlos Leal Carmo
1472,3,1948.0,batteries,Carlos Leal Carmo
1474,68,149,açúcar,Carlos Leal Carmo
1475,21,1856.0,camera,Carlos Leal Carmo
1476,69,1346.0,barra de chocolate,Gilmar Machado Machado
1478,23,444,moto g10,Gilmar Machado Machado
1480,66,1620,leite condensado,Taís Correia Lobo
1482,33,1035.0,câmera fotográfica,Taís Correia Lobo
1483,65,914.0,morango,Taís Correia Lobo
1484,12,439.0,multimeter,Taís Correia Lobo
1485,9,339,fluke,Taís Correia Lobo
1486,4,1474.0,power supply,Taís Correia Lobo
1487,6,1649,battery charger,Kléber Paschoal
1489,15,1897.0,switch controller,Kléber Paschoal
1490,17,0.0,bateria carro,Kléber Paschoal
1492,23,444,moto g10,Émerson Braga
1493,15,1897.0,switch controller,Émerson Braga
1494,46,714,vinho,Émerson Braga
1495,10,1620.0,laser,Émerson Braga
1496,43,484.0,moto g 10,Émerson Braga
1498,1,863.0,battery,Gilmar Correia Lopes
1499,20,734.0,led rgb,Gilmar Correia Lopes
1500,4,1474.0,power supply,Gilmar Correia Lopes
1501,34,31.0,papel de parede cinza,Gilmar Correia Lopes
1502,16,1173.0,fichario,Gilmar Correia Lopes
1503,40,1835.0,notebook samsung i7,Antônio Carmo Arruda
1504,46,714,vinho,Antônio Carmo Arruda
1505,45,1674.0,instax mini 11,Antônio Carmo Arruda
1506,11,1443.0,kabel,Antônio Carmo Arruda
1507,60,1138.0,cacau show,Antônio Carmo Arruda
1508,66,1620,leite condensado,Carlos da Silva Machado
1509,15,1897.0,switch controller,Carlos da Silva Machado
1510,26,1291.0,nikon,Carlos da Silva Machado
1511,5,75.0,led lights,Carlos da Silva Machado
1512,63,1307.0,cafeteira,Carlos da Silva Machado
1513,57,45.0,dolce gusto,Carlos da Silva Machado
1515,70,1723.0,leite ninho,Isabela Pedroso
1516,4,1474.0,power supply,Isabela Pedroso
1517,63,1307.0,cafeteira,Isabela Pedroso
1518,34,31.0,papel de parede cinza,Isabela Pedroso
1519,66,1620,leite condensado,Isabela Pedroso
1520,23,444,moto g10,Isabela Pedroso
1521,41,756.0,samsung s20 fe,Isabela Pedroso
1522,42,525.0,papel de parede branco,Janaína da Silva Pedroso
1523,1,863.0,battery,Janaína da Silva Pedroso
1524,67,1775.0,cortina para sala,Heloísa Leal Pacheco
1525,1,863.0,battery,Heloísa Leal Pacheco
1526,39,1518.0,moto g10 plus,Heloísa Leal Pacheco
1527,52,179.0,bebedouro,Heloísa Leal Pacheco
1528,60,1138.0,cacau show,Heloísa Leal Pacheco
1529,8,427,car battery,Heloísa Leal Pacheco
1530,60,1138.0,cacau show,Heloísa Leal Pacheco
1531,18,426,arduino,Elaine Machado
1532,2,1247.0,bateria,Elaine Machado
1533,37,1770.0,moto g9 plus,Elaine Machado
1534,16,1173.0,fichario,Elaine Machado
1535,43,484.0,moto g 10,Nicole Lopes Nazário
1537,8,427,car battery,Nicole Lopes Nazário
1538,17,0.0,bateria carro,Nicole Lopes Nazário
1539,46,714,vinho,Nicolas Gimenes
1540,53,179.0,jack daniels,Nicolas Gimenes
1541,5,75.0,led lights,Nicolas Gimenes
1543,21,1856.0,camera,Nicolas Gimenes
1544,29,270.0,camera fotografica,Nicolas Gimenes
1545,5,75.0,led lights,Beatriz Falcão Damasceno
1546,20,734.0,led rgb,Beatriz Falcão Damasceno
1547,20,734.0,led rgb,Beatriz Falcão Damasceno
1550,52,179.0,bebedouro,Adriano Damasceno
1551,57,45.0,dolce gusto,Adriano Damasceno
1552,16,1173.0,fichario,Adriano Damasceno
1553,45,1674.0,instax mini 11,Carina Vaz
1554,60,1138.0,cacau show,Carina Vaz
1555,60,1138.0,cacau show,Beatriz Arruda Cavalcanti
1556,27,439.0,camera canon,Beatriz Arruda Cavalcanti
1557,59,1584.0,doces,Beatriz Arruda Cavalcanti
1559,8,427,car battery,Nicole Leal Vaz
1560,18,426,arduino,Nicole Leal Vaz
1561,34,31.0,papel de parede cinza,Nicole Leal Vaz
1562,60,1138.0,cacau show,Nicole Leal Vaz
1563,40,1835.0,notebook samsung i7,Gilmar Velho
1564,41,756.0,samsung s20 fe,Gilmar Velho
1565,8,427,car battery,Gilmar Velho
1566,4,1474.0,power supply,Gilmar Velho
1568,26,1291.0,nikon,Gilmar Velho
1569,36,1590.0,ipad,Nicolas Vargas
1571,10,1620.0,laser,Nicolas Vargas
1572,18,426,arduino,Nicolas Vargas
1573,61,404,pasta,Nicolas Vargas
1574,28,264.0,instax,Nicolas Vargas
1575,66,1620,leite condensado,Valdomiro Lima Machado
1576,47,1340.0,chocolate,Valdomiro Lima Machado
1578,25,67.0,s20 fe,Poliane Nazário Vargas
1579,70,1723.0,leite ninho,Poliane Nazário Vargas
1580,60,1138.0,cacau show,Poliane Nazário Vargas
1581,39,1518.0,moto g10 plus,Poliane Nazário Vargas
1584,62,114.0,carrefour,Antônio Vaz Pacheco
1585,34,28.0,papel de parede cinza,Valdomiro Cavalcanti Vaz
1586,46,714,vinho,Valdomiro Cavalcanti Vaz
1588,9,339,fluke,Valdomiro Cavalcanti Vaz
1590,29,270.0,camera fotografica,Valdomiro Cavalcanti Vaz
1591,59,1584.0,doces,Fernando Ruiz Barroso
1592,2,1247.0,bateria,Fernando Ruiz Barroso
1593,54,242.0,vodka,Fernando Ruiz Barroso
1594,38,823.0,motorola g10,Fernando Ruiz Barroso
1595,56,269.0,malbec,Fernando Ruiz Barroso
1596,46,714,vinho,Fernando Ruiz Barroso
1597,69,1346.0,barra de chocolate,Fernando Ruiz Barroso
1598,40,1835.0,notebook samsung i7,Fabiana da Silva
1600,45,1674.0,instax mini 11,Fabiana da Silva
1601,21,1856.0,camera,Fabiana da Silva
1602,66,1620,leite condensado,Elaine Carmo Silveira
1603,67,1775.0,cortina para sala,Elaine Carmo Silveira
1604,4,1474.0,power supply,Elaine Carmo Silveira
1605,20,734.0,led rgb,Rafael Cavalcanti Fraga
1606,6,1649.0,battery charger,Rafael Cavalcanti Fraga
1607,22,1807.0,câmera,Rafael Cavalcanti Fraga
1608,38,823.0,motorola g10,Rafael Cavalcanti Fraga
1609,70,1723.0,leite ninho,Rafael Cavalcanti Fraga
1610,56,269.0,malbec,Rafael Cavalcanti Fraga
1611,27,439.0,camera canon,Isabela da Cruz Carmo
1612,48,922.0,cerveja,Isabela da Cruz Carmo
1613,27,439.0,camera canon,Isabela da Cruz Carmo
1614,63,1307.0,cafeteira,Isabela da Cruz Carmo
1615,20,734.0,led rgb,Isabela da Cruz Carmo
1617,70,1723.0,leite ninho,Antônio Gimenes
1618,45,1674.0,instax mini 11,Antônio Gimenes
1619,10,1620.0,laser,Antônio Gimenes
1620,49,581,whisky,Antônio Gimenes
1621,60,1138.0,cacau show,Elaine Vargas
1622,24,509.0,polaroid,Elaine Vargas
1623,47,1340.0,chocolate,Elaine Vargas
1624,70,1723.0,leite ninho,Elaine Vargas
1625,14,1662.0,carregador iphone,Elaine Vargas
1626,66,1620,leite condensado,Elaine Vargas
1627,64,1577,heineken,Isabela Lima Cavalcanti
1628,9,339,fluke,Isabela Lima Cavalcanti
1629,23,444,moto g10,Isabela Lima Cavalcanti
1630,7,1190.0,trash can,Isabela Lima Cavalcanti
1631,53,179.0,jack daniels,Isabela Lima Cavalcanti
1632,57,45.0,dolce gusto,Isabela Lima Cavalcanti
1633,50,1741.0,gin,Isabela Lima Cavalcanti
1634,56,269.0,malbec,Fabiana Barroso Barroso
1635,25,67.0,s20 fe,Fabiana Barroso Barroso
1637,5,75.0,led lights,Valdomiro Vaz Machado
1638,35,1451.0,monitor ultrawide,Valdomiro Vaz Machado
1640,43,484.0,moto g 10,Valdomiro Vaz Machado
1641,52,179.0,bebedouro,Valdomiro Vaz Machado
1642,19,1549.0,bateria de carro,Valdomiro Vaz Machado
1644,15,1895.0,switch controller,Elaine Simões Lima
1645,45,1674.0,instax mini 11,Elaine Simões Lima
1646,36,1590.0,ipad,Elaine Simões Lima
1647,70,1723.0,leite ninho,Elaine Simões Lima
1648,42,525.0,papel de parede branco,Heloísa Fraga Carmo
1650,19,1549.0,bateria de carro,Nicolas Oliveira Assis
1651,30,1637.0,moto g9,Nicolas Oliveira Assis
1652,22,1807.0,câmera,Nicolas Oliveira Assis
1653,35,1451.0,monitor ultrawide,Nicolas Oliveira Assis
1655,4,1474.0,power supply,Rafael Braz
1656,18,426,arduino,Rafael Braz
1657,34,28.0,papel de parede cinza,Rafael Braz
1659,63,1307.0,cafeteira,Nicole Gimenes
1660,63,1307.0,cafeteira,Nicole Gimenes
1661,13,1950.0,led strip,Nicole Gimenes
1663,58,831.0,espumante,Nicole Gimenes
1664,43,484.0,moto g 10,Antônio Lopes Monteiro
1666,58,831.0,espumante,Antônio Lopes Monteiro
1667,31,748.0,camera polaroid,Taís Carmo Silveira
1668,9,339,fluke,Carina Simões
1669,64,1577,heineken,Carina Simões
1672,21,1856.0,camera,Carina Simões
1673,45,1674.0,instax mini 11,Carina Simões
1674,11,1443.0,kabel,Carina Simões
1678,36,1590.0,ipad,Émerson Monteiro
1679,29,270.0,camera fotografica,Émerson Monteiro
1680,12,439.0,multimeter,Émerson Monteiro
1681,4,1474.0,power supply,Émerson Monteiro
1682,27,439.0,camera canon,Isabela Paim
1683,7,1190.0,trash can,Isabela Paim
1684,46,714,vinho,Isabela Paim
1685,60,1138.0,cacau show,Isabela Paim
1686,46,714,vinho,Fernando Ito Assis
1688,41,756.0,samsung s20 fe,Fernando Ito Assis
1690,56,269.0,malbec,Fernando Ito Assis
1691,44,1332.0,camera de segurança wifi,Fernando Ito Assis
1692,35,1451.0,monitor ultrawide,Fernando Ito Assis
1693,39,1518.0,moto g10 plus,Kléber Gimenes
1694,37,1759.0,moto g9 plus,Kléber Gimenes
1695,63,1307.0,cafeteira,Kléber Gimenes
1696,31,748.0,camera polaroid,Kléber Gimenes
1697,18,426,arduino,Kléber Gimenes
1698,36,1590.0,ipad,Rafael Ruiz
1699,60,1138.0,cacau show,Rafael Ruiz
1700,10,1612.0,laser,Rafael Ruiz
1701,41,756.0,samsung s20 fe,Rafael Ruiz
1702,31,748.0,camera polaroid,Poliane Simões Nazário
1703,37,1759.0,moto g9 plus,Poliane Simões Nazário
1706,47,1334.0,chocolate,Kléber Machado
1707,25,67.0,s20 fe,Kléber Machado
1708,69,1346.0,barra de chocolate,Kléber Machado
1710,47,1334.0,chocolate,Kléber Machado
1711,31,748.0,camera polaroid,Adriano Lima
1712,34,28.0,papel de parede cinza,Adriano Lima
1713,31,748.0,camera polaroid,Adriano Lima
1714,66,1620,leite condensado,Adriano Lima
1715,4,1474.0,power supply,Adriano Lima
1716,68,149,açúcar,Fabiana Vaz
1717,22,1807.0,câmera,Fabiana Vaz
1718,49,581,whisky,Fabiana Vaz
1719,15,1886.0,switch controller,Fabiana Vaz
1720,32,1932.0,instax mini,Fabiana Vaz
1721,56,269.0,malbec,Fabiana Vaz
1722,66,1620,leite condensado,Fabiana Vaz
1723,8,427,car battery,Valdomiro de Salles Vaz
1724,29,270.0,camera fotografica,Valdomiro de Salles Vaz
1725,30,1637.0,moto g9,Valdomiro de Salles Vaz
1727,41,756.0,samsung s20 fe,Janaína Silveira
1728,56,269.0,malbec,Janaína Silveira
1729,13,1950.0,led strip,Émerson Vaz
1731,47,1334.0,chocolate,Émerson Vaz
1732,43,482.0,moto g 10,Émerson Vaz
1733,27,439.0,camera canon,Heloísa de Salles Falcão
1734,59,1584.0,doces,Heloísa de Salles Falcão
1736,36,1590.0,ipad,Heloísa de Salles Falcão
1737,48,912.0,cerveja,Heloísa de Salles Falcão
1738,39,1518.0,moto g10 plus,Heloísa de Salles Falcão
1739,4,1474.0,power supply,Heloísa de Salles Falcão
1741,29,270.0,camera fotografica,Gilmar Silveira
1743,55,1632.0,mercado livre,Gilmar Silveira
1744,54,242.0,vodka,Gilmar Silveira
1745,63,1307.0,cafeteira,Gilmar Silveira
1746,55,1632.0,mercado livre,Gilmar Silveira
1747,29,270.0,camera fotografica,Beatriz Braz Leal
1748,53,179.0,jack daniels,Beatriz Braz Leal
1750,67,1775.0,cortina para sala,Adriano Velho
1751,36,1590.0,ipad,Adriano Velho
1752,47,1334.0,chocolate,Adriano Velho
1753,18,426,arduino,Adriano Velho
1754,18,426,arduino,Adriano Velho
1758,26,1291.0,nikon,Kléber Braz
1759,67,1775.0,cortina para sala,Nicolas Lima
1760,66,1620,leite condensado,Nicolas Lima
1762,43,482.0,moto g 10,Isabela Velho
1763,38,823.0,motorola g10,Isabela Velho
1764,58,831.0,espumante,Isabela Velho
1766,69,1346.0,barra de chocolate,Elaine Machado Machado
1767,25,66.0,s20 fe,Elaine Machado Machado
1768,64,1577,heineken,Janaína Vargas
1769,43,482.0,moto g 10,Janaína Vargas
1770,31,748.0,camera polaroid,Janaína Vargas
1771,39,1518.0,moto g10 plus,Janaína Vargas
1772,53,177.0,jack daniels,Carlos Gimenes
1773,29,270.0,camera fotografica,Carlos Gimenes
1774,67,1775.0,cortina para sala,Carlos Gimenes
1776,70,1723.0,leite ninho,Heloísa da Cruz Assis
1777,43,482.0,moto g 10,Heloísa da Cruz Assis
1778,31,748.0,camera polaroid,Heloísa da Cruz Assis
1779,44,1332.0,camera de segurança wifi,Heloísa da Cruz Assis
1780,42,525.0,papel de parede branco,Heloísa Ito Cavalcanti
1782,44,1332.0,camera de segurança wifi,Valdomiro Quadros Lobo
1783,41,756.0,samsung s20 fe,Valdomiro Quadros Lobo
1784,70,1723.0,leite ninho,Valdomiro Quadros Lobo
1787,10,1612.0,laser,Poliane Vaz
1788,68,149,açúcar,Heloísa Silveira da Cunha
1789,53,177.0,jack daniels,Heloísa Silveira da Cunha
1790,43,482.0,moto g 10,Heloísa Silveira da Cunha
1791,56,269.0,malbec,Heloísa Silveira da Cunha
1792,62,88.0,carrefour,Elaine Gimenes Ito
1793,9,339,fluke,Elaine Gimenes Ito
1794,50,1741.0,gin,Elaine Gimenes Ito
1795,70,1723.0,leite ninho,Elaine Gimenes Ito
1796,56,269.0,malbec,Elaine Gimenes Ito
1797,46,714,vinho,Adriano Paim Braz
1799,26,1290.0,nikon,Valdomiro Pedroso
1800,33,1035.0,câmera fotográfica,Carlos Farias
1802,38,821.0,motorola g10,Rafael Gimenes
1803,65,914.0,morango,Rafael Gimenes
1804,3,1947.0,batteries,Rafael Gimenes
1805,49,581,whisky,Rafael Gimenes
1806,54,242.0,vodka,Émerson Barroso Pacheco
1807,57,45.0,dolce gusto,Émerson Barroso Pacheco
1808,7,1189.0,trash can,Fernando Cavalcanti
1809,54,242.0,vodka,Fernando Cavalcanti
1811,40,1825.0,notebook samsung i7,Fernando Cavalcanti
1812,55,1632.0,mercado livre,Fernando Cavalcanti
1814,8,427,car battery,Rafael Lobo
1816,31,748.0,camera polaroid,Rafael Lobo
1817,3,1947.0,batteries,Nicolas Quadros Lima
1818,32,1932.0,instax mini,Nicolas Quadros Lima
1819,10,1612.0,laser,Nicolas Quadros Lima
1821,31,748.0,camera polaroid,Nicolas Cavalcanti
1823,6,1649.0,battery charger,Nicolas Cavalcanti
1824,46,714,vinho,Nicolas Cavalcanti
1825,31,748.0,camera polaroid,Nicolas Cavalcanti
1826,22,1807.0,câmera,Nicolas Cavalcanti
1827,6,1649.0,battery charger,Nicolas Cavalcanti
1828,37,1759.0,moto g9 plus,Adriano Vaz
1829,14,1662.0,carregador iphone,Adriano Vaz
1830,30,1637.0,moto g9,Adriano Vaz
1831,35,1451.0,monitor ultrawide,Adriano Vaz
1833,23,444,moto g10,Heloísa Quadros
1834,49,581,whisky,Heloísa Quadros
1835,40,1825.0,notebook samsung i7,Heloísa Quadros
1836,37,1759.0,moto g9 plus,Heloísa Quadros
1837,50,1741.0,gin,Heloísa Quadros
1838,52,162.0,bebedouro,Rafael Velho Velho
1839,61,404,pasta,Rafael Velho Velho
1840,18,426,arduino,Carina Pacheco
1841,67,1775.0,cortina para sala,Carina Pacheco
1842,49,581,whisky,Carina Pacheco
1843,66,1620,leite condensado,Carina Pacheco
1844,40,1825.0,notebook samsung i7,Carina Pacheco
1845,7,1189.0,trash can,Carina Pacheco
1846,30,1637.0,moto g9,Elaine Farias
1847,43,482.0,moto g 10,Elaine Farias
1848,57,45.0,dolce gusto,Elaine Farias
1850,55,1632.0,mercado livre,Taís Farias Assis
1851,23,444,moto g10,Taís Farias Assis
1852,64,1577,heineken,Taís Farias Assis
1853,55,1632.0,mercado livre,Poliane Lima Lopes
1854,52,162.0,bebedouro,Poliane Lima Lopes
1855,35,1451.0,monitor ultrawide,Poliane Lima Lopes
1856,50,1741.0,gin,Poliane Lima Lopes
1857,28,257.0,instax,Valdomiro da Silva
1858,15,1886.0,switch controller,Valdomiro da Silva
1859,47,1334.0,chocolate,Valdomiro da Silva
1860,6,1649.0,battery charger,Valdomiro da Silva
1861,69,1346.0,barra de chocolate,Valdomiro da Silva
1863,20,733.0,led rgb,Valdomiro da Silva
1864,61,404,pasta,Fabiana de Salles Ruiz
1865,37,1759.0,moto g9 plus,Fabiana de Salles Ruiz
1866,64,1577,heineken,Fabiana de Salles Ruiz
1867,18,426,arduino,Fabiana de Salles Ruiz
1868,29,270.0,camera fotografica,Fabiana de Salles Ruiz
1870,16,1173.0,fichario,Fernando Medeiros Cavalcanti
1872,60,1134.0,cacau show,Rafael Lobo Fraga
1873,52,162.0,bebedouro,Rafael Lobo Fraga
1874,53,177.0,jack daniels,Rafael Lobo Fraga
1875,20,733.0,led rgb,Rafael Lobo Fraga
1877,29,270.0,camera fotografica,Rafael Lobo Fraga
1878,27,439.0,camera canon,Rafael Lobo Fraga
1879,1,863.0,battery,Fernando Velho
1882,45,1631.0,instax mini 11,Fernando Velho
1883,25,66.0,s20 fe,Fernando Velho
1884,26,1290.0,nikon,Fernando Medeiros
1886,61,404,pasta,Fernando Medeiros
1887,44,1332.0,camera de segurança wifi,Fernando Medeiros
1888,25,66.0,s20 fe,Fernando Medeiros
1890,40,1825.0,notebook samsung i7,Heloísa Gimenes Correia
1891,55,1632.0,mercado livre,Taís Machado
1893,31,748.0,camera polaroid,Kléber Carmo
1894,42,525.0,papel de parede branco,Kléber Carmo
1895,55,1632.0,mercado livre,Kléber Carmo
1897,66,1620,leite condensado,Kléber Carmo
1898,49,581,whisky,Gilmar Correia Braga
1899,49,581,whisky,Gilmar Correia Braga
1900,4,1474.0,power supply,Gilmar Correia Braga
1901,44,1332.0,camera de segurança wifi,Janaína Pedroso da Silva
1902,44,1332.0,camera de segurança wifi,Nicolas Machado Nazário
1903,65,914.0,morango,Nicolas Machado Nazário
1904,64,1577,heineken,Nicolas Machado Nazário
1905,25,66.0,s20 fe,Nicolas Machado Nazário
1906,48,900.0,cerveja,Nicolas Machado Nazário
1908,23,444,moto g10,Carlos de Salles Simões
1909,48,900.0,cerveja,Émerson Machado Leal
1910,32,1932.0,instax mini,Émerson Machado Leal
1911,47,1334.0,chocolate,Valdomiro da Cunha
1912,49,581,whisky,Valdomiro da Cunha
1914,28,257.0,instax,Nicolas Silveira
1915,38,821.0,motorola g10,Nicolas Silveira
1916,5,75.0,led lights,Nicolas Silveira
1917,43,482.0,moto g 10,Nicolas Silveira
1918,66,1620,leite condensado,Nicolas Silveira
1919,65,914.0,morango,Fernando Monteiro
1920,24,509.0,polaroid,Adriano Ito Arruda
1921,17,0.0,bateria carro,Adriano Ito Arruda
1923,69,1346.0,barra de chocolate,Taís Quadros Barroso
1924,45,1631.0,instax mini 11,Taís Quadros Barroso
1925,17,0.0,bateria carro,Taís Quadros Barroso
1926,46,712.0,vinho,Taís Quadros Barroso
1928,43,482.0,moto g 10,Taís Quadros Barroso
1929,40,1825.0,notebook samsung i7,Fabiana Fraga
1930,33,1033.0,câmera fotográfica,Fabiana Fraga
1931,55,1632.0,mercado livre,Fabiana Fraga
1932,26,1290.0,nikon,Fabiana Fraga
1933,58,831.0,espumante,Fabiana Fraga
1934,53,177.0,jack daniels,Janaína Farias Gimenes
1935,43,482.0,moto g 10,Janaína Farias Gimenes
1936,70,1723.0,leite ninho,Fabiana Arruda
1938,22,1807.0,câmera,Elaine Machado Ruiz
1939,9,339,fluke,Elaine Machado Ruiz
1940,33,1033.0,câmera fotográfica,Elaine Machado Ruiz
1941,12,439.0,multimeter,Kléber Barroso
1942,32,1932.0,instax mini,Kléber Barroso
1944,6,1649.0,battery charger,Kléber Barroso
1946,1,861.0,battery,Kléber Barroso
1947,65,914.0,morango,Kléber Barroso
1948,12,439.0,multimeter,Heloísa Monteiro Lima
1950,47,1334.0,chocolate,Heloísa Monteiro Lima
1951,23,444,moto g10,Heloísa Monteiro Lima
1952,26,1290.0,nikon,Heloísa Monteiro Lima
1953,20,724.0,led rgb,Heloísa Monteiro Lima
1954,58,831.0,espumante,Taís Cavalcanti Simões
1955,26,1290.0,nikon,Taís Cavalcanti Simões
1956,68,149,açúcar,Taís Cavalcanti Simões
1957,46,712.0,vinho,Taís Cavalcanti Simões
1959,16,1173.0,fichario,Taís Cavalcanti Simões
1960,13,1950.0,led strip,Rafael Correia da Cruz
1961,68,149,açúcar,Rafael Correia da Cruz
1962,22,1807.0,câmera,Rafael Correia da Cruz
1963,56,269.0,malbec,Rafael Correia da Cruz
1965,26,1290.0,nikon,Rafael Correia da Cruz
1966,10,1612.0,laser,Rafael Correia da Cruz
1967,10,1612.0,laser,Beatriz Farias Assis
1971,67,1775.0,cortina para sala,Heloísa Vargas
1972,5,75.0,led lights,Heloísa Vargas
1974,53,177.0,jack daniels,Émerson Assis
1976,61,404,pasta,Émerson Assis
1978,38,821.0,motorola g10,Taís Simões da Cunha
1979,17,0.0,bateria carro,Taís Simões da Cunha
1981,36,1590.0,ipad,Taís Simões da Cunha
1982,10,1612.0,laser,Taís Simões da Cunha
1983,57,45.0,dolce gusto,Taís Simões da Cunha
1984,56,269.0,malbec,Taís Simões da Cunha
1985,17,0.0,bateria carro,Fernando da Cruz
1988,25,66.0,s20 fe,Fernando da Cruz
1990,64,1577,heineken,Fernando da Cruz
1991,31,748.0,camera polaroid,Fernando da Cruz
1992,61,404,pasta,Heloísa Arruda
1993,5,75.0,led lights,Heloísa Arruda
1994,49,581,whisky,Heloísa Arruda
1995,40,1825.0,notebook samsung i7,Nicolas Assis da Cruz
1996,26,1290.0,nikon,Nicolas Assis da Cruz
1997,25,66.0,s20 fe,Nicolas Assis da Cruz
1998,28,250.0,instax,Janaína Paschoal
1999,46,712.0,vinho,Janaína Paschoal
2000,31,748.0,camera polaroid,Janaína Paschoal
2001,35,1451.0,monitor ultrawide,Janaína Paschoal
2003,61,404,pasta,Beatriz Assis
2004,13,1950.0,led strip,Beatriz Assis
2005,61,404,pasta,Beatriz Assis
2006,30,1637.0,moto g9,Beatriz Assis
2007,31,748.0,camera polaroid,Beatriz Assis
2008,7,1189.0,trash can,Beatriz Assis
2009,28,250.0,instax,Kléber Arruda Cavalcanti
2010,10,1612.0,laser,Kléber Arruda Cavalcanti
2011,67,1775.0,cortina para sala,Kléber Arruda Cavalcanti
2012,9,339,fluke,Kléber Arruda Cavalcanti
2013,41,756.0,samsung s20 fe,Kléber Arruda Cavalcanti
2014,67,1775.0,cortina para sala,Kléber Arruda Cavalcanti
2017,65,914.0,morango,Antônio Arruda Barroso
