id, name, age, CEP, wallet
23432, Gilmar Leal, 26, 83305-500, 2026.25
23440, Elaine Pacheco Gimenes, 25, 83221-160, 2955.61
23453, Fernando Lopes Correia, 48, 64211-140, 3452.0
23467, Nicole Lobo, 53, 77415-862, 4896.24
23504, Carlos Damasceno, 26, 54786-220, 3495.65
23542, Antônio Falcão Silveira, 26, 72901-718, 1714.86
23549, Antônio Leal Arruda, 34, 83305-500, 2164.35
23594, Adriano Lobo Barroso, 41, 36081-770, 3530.07
23603, Carlos Correia Falcão, 47, 64211-140, 4547.68
23624, Taís Monteiro, 41, 83305-500, 4686.9
23658, Émerson Silveira, 26, 54786-220, 2120.64
23695, Fernando Damasceno, 53, 49072-600, 693.72
23712, Fabiana Machado, 45, 36081-770, 1960.16
23715, Isabela Vargas, 31, 83221-160, 3898.31
23752, Taís Barroso, 29, 72872-385, 3927.67
23775, Poliane Farias Correia, 49, 72901-718, 2755.37
23783, Nicole Simões, 36, 72901-718, 337.58
23821, Fabiana Ruiz Falcão, 47, 83305-500, 4256.24
23855, Elaine Carmo, 20, 54786-220, 767.82
23867, Adriano Vargas Nazário, 24, 54786-220, 1096.22
23891, Rafael Vaz Machado, 51, 83221-160, 3066.25
23916, Gilmar Machado, 18, 68371-360, 931.86
23944, Carlos Braga, 21, 44044-257, 3622.11
23963, Janaína Braz, 45, 72901-718, 3705.86
23993, Taís da Cruz Velho, 51, 77415-862, 3418.12
24014, Janaína Machado Correia, 44, 64211-140, 2307.37
24024, Beatriz Vargas da Cruz, 21, 64211-140, 2534.12
24073, Fabiana Cavalcanti Medeiros, 41, 72872-385, 3731.1
24086, Taís Pedroso, 27, 44044-257, 2010.3
24097, Rafael Lima Farias, 32, 50900-230, 4936.74
24111, Valdomiro Monteiro da Cruz, 39, 83305-500, 226.16
24113, Fabiana Machado, 45, 91360-160, 4998.16
24148, Carlos da Cunha, 32, 77415-862, 19.72
24160, Antônio Arruda, 49, 49072-600, 3484.93
24197, Fabiana Ruiz da Cruz, 44, 44044-257, 1034.92
24224, Adriano Oliveira, 53, 36081-770, 2471.95
24231, Rafael Braga, 51, 44044-257, 1107.07
